from,to,routes,length,road_length,travel_time
10195,10192,108|358,0.6532233803536502,0.6532233803536502,2.0
10195,16935,108,0.2597099096555073,0.2597099096555073,1.0
10196,10201,108,0.38752493409971206,0.4288,1.75
10196,1639,108,0.42006765115720757,0.42006765115720757,1.25
10196,766,102,0.3896476264553973,0.39330000000000004,1.0
10196,769,102,0.4533256350408825,0.4634,1.5
10198,10191,108|358,0.5414996450991277,0.7129,0.375
10198,10193,108|358,0.3724101290629968,0.3739,0.3
10199,10190,108,0.38524781624876864,0.44139999999999996,1.0
10199,13348,108,0.3841798993014672,0.4019,1.0
102,101,111,0.31244974176788937,0.31244974176788937,0.333333333333
1020,1029,158,0.3485921471569839,0.3482,0.0
10200,10189,108,0.41940482903517495,0.441,1.0
10200,140811,108,0.2866360354923058,0.3425,1.0
10201,10199,108,0.42274573304264945,0.6845,1.25
10201,140927,53,0.3592386616409379,0.3595,1.25
10202,10205,256,0.15426588569399993,0.15869999999999998,0.666666666667
10202,142451,256,0.2660716937172424,0.2722,2.0
10202,2545,78|79,0.3127224041810833,0.3371,1.0
10203,16279,108,0.34766895294773326,0.3478,1.0
10203,1651,108,0.2167403414738252,0.2167403414738252,1.0
10204,16041,108,0.3974032279728952,0.3975,1.0
10205,10202,256,0.15426588569399993,0.15869999999999998,0.0
10205,10227,256,0.1787121999755298,0.1787121999755298,1.0
10206,10203,108,0.2636020395872029,0.2636020395872029,0.8
10207,10191,108|358,0.27563588942738176,0.6434,1.0
10207,13393,108|358,0.7489293124573395,0.752,1.0
1021,1028,158,0.35846475844654635,0.3585,0.5
1021,12915,240,0.4420240358957632,0.5003,2.0
1021,9581,158,0.45376547327129724,0.45380000000000004,1.0
10224,10225,76,0.2611868614189008,0.2622,1.0
10225,10229,76,0.30186571354745834,0.3035,2.0
10227,10205,256,0.1787121999755298,0.1787121999755298,1.0
10227,10255,256,0.20318599416285482,0.2032,0.0
10228,10233,76|489,0.4081043042127838,0.4079,1.75
10228,15093,76|489,0.425008057877916,0.4253,1.2
10229,16393,76,0.3498583681457283,0.3524,1.0
1023,1025,158,0.4297000492430946,0.4298,0.5
1023,1047,158,0.36972574109385703,0.3755,0.5
10230,10224,76,0.26028702302565565,0.26180000000000003,1.0
10233,10238,76|489,0.3319470116884778,0.3319470116884778,1.0
10235,10230,76,0.2565203203158851,0.2567,0.8
10238,1667,76,0.40600068204652595,0.4061,1.0
10238,1673,76|489,0.407678890085082,0.407678890085082,1.5
1024,1038,158,0.8398625871754423,0.8422000000000001,2.0
1024,9576,158,0.5150379256662407,0.5150379256662407,1.0
10240,10241,155,0.36562237439329914,0.36569999999999997,1.0
10240,30003,164|92|155|292|96|154|165,0.5636083595574015,0.7833,4.25
10241,10240,155,0.36562237439329914,0.645,1.0
10241,13547,155,0.2319859944725891,0.3314,1.0
10241,13851,94,0.2777979151048977,0.3885,1.0
10242,10243,105,0.15937763680232045,0.1586,0.1
10242,10244,105,0.2535075559849945,0.2535075559849945,1.0
10243,10242,105,0.15937763680232045,0.1586,0.4
10243,1689,105|611,0.22667157942993216,0.2541,0.9
10243,801,55|611,0.21948560992292895,0.2467,0.6
10244,10251,105,0.39705122533296255,0.39705122533296255,1.0
10246,10248,105|611,0.19912590404344457,0.19940000000000002,0.5
10247,10250,105,0.43449729906515144,0.4343,1.0
10247,10251,105,0.37945890332115895,0.37945890332115895,1.2
10248,10243,105|611,0.28047035011968574,0.2807,1.1
10249,10246,105|611,0.3804933064194003,0.38039999999999996,2.0
10249,10256,105|611,0.3673805526321388,0.3674,1.1
1025,1023,158,0.4297000492430946,0.4298,0.0
1025,1036,158,0.4237303958857957,0.4238,0.5
10250,10247,105,0.43449729906515144,0.4343,1.2
10250,10253,105,0.3746878815344983,0.37760000000000005,1.0
10250,13173,51|52,0.2652774617189304,0.458,1.1
10251,10247,105,0.37945890332115895,0.37945890332115895,2.0
10251,13316,53,0.1892451263711482,0.22269999999999998,0.5
10251,1685,105,0.4420469892925717,0.4423,1.0
10252,13282,105,0.39657236915095684,0.3976,2.0
10252,13705,48,0.2020565866454529,0.2199,0.666666666667
10252,13718,48,0.22678361540025943,0.2363,1.0
10252,1800,105,0.12649181345776483,0.15730000000000002,0.2
10253,10250,105,0.3746878815344983,0.634,1.4
10253,1698,105,0.24921005020255368,0.463,1.0
10254,12681,611|60,0.17887703636469085,0.17887703636469085,0.6
10254,13921,60,0.45733038451599317,0.4933,0.8
10254,7099_ar,705|105,0.24022114835751157,0.43860000000000005,1.4
10255,10227,256,0.20318599416285482,0.2032,0.0
10255,10270,256,0.19951786394934565,0.2076,1.0
10256,10249,105|611,0.3673805526321388,0.3674,1.0
